6.005879423977637188e+00,5.037281879616500646e+00,4.908800962250408517e+00,5.145540385258113858e+00,4.036249050538815553e+00,4.979660729558389676e+00,5.983771617915440544e+00,4.893286362743430651e+00,4.399786458688677016e+00,4.925302162273007767e+00,6.301104461839308613e+00,5.286887091695092522e+00,4.918110327681635141e+00,5.427374696194270598e+00,5.278369312447566131e+00,5.007497320758040438e+00,5.030241908055334221e+00,4.918536864312955892e+00,5.828655713664126381e+00,5.503798086395768507e+00
5.492173586242949490e+00,5.235503271268179049e+00,5.160773510914589579e+00,5.068240567266339092e+00,4.380218666766219293e+00,5.084356468618700831e+00,5.927233651797797265e+00,5.073178318418332111e+00,4.426460364738771247e+00,4.828718160642694102e+00,5.286887091695092522e+00,6.763919117931690650e+00,4.775568546284409521e+00,5.696541007325370387e+00,5.657045286671545270e+00,5.301433733709211005e+00,5.405183006086105024e+00,5.197873915561006086e+00,5.832482953140173620e+00,5.414814305048478715e+00
5.491504899097327197e+00,5.078498492122765384e+00,5.372960056014642660e+00,5.227626836481223727e+00,4.539238845768907460e+00,5.515525265121503651e+00,5.775555914332238139e+00,4.576804183562886763e+00,4.467539213370294249e+00,5.090276021362374337e+00,4.918110327681635141e+00,4.775568546284409521e+00,6.423948029175253538e+00,5.806937237320349610e+00,5.738921408652390532e+00,5.550141646045826604e+00,5.478647341203354060e+00,4.850477850913770261e+00,6.014459904334978901e+00,5.557750497872893547e+00
6.677018937418646161e+00,6.317917757190945061e+00,6.288570270822104291e+00,5.776521446648752445e+00,5.113711704434205529e+00,6.540996103569469255e+00,7.178433665677459885e+00,5.804012512197198603e+00,5.185071068265499683e+00,5.929239451383383042e+00,5.427374696194270598e+00,5.696541007325370387e+00,5.806937237320349610e+00,8.503846412056340398e+00,6.127742750738054411e+00,6.140020942404012416e+00,6.494736051204066385e+00,4.949551135409492986e+00,6.550182278508012601e+00,6.466340036290018745e+00
5.833352132318277761e+00,5.758880974134382491e+00,5.575613540266896706e+00,5.512146608414472126e+00,5.454471577266930993e+00,5.804776527317195622e+00,6.102029430684378752e+00,5.537887056412119868e+00,4.852374160118833046e+00,5.336907733467429082e+00,5.278369312447566131e+00,5.657045286671545270e+00,5.738921408652390532e+00,6.127742750738054411e+00,7.551084778835690514e+00,5.672438576811960509e+00,5.669901698672455304e+00,5.562629304501898631e+00,6.169922635398287447e+00,6.339907502155183394e+00
6.219237243057353481e+00,6.142516788221498381e+00,5.111449534630940761e+00,5.632347245512137945e+00,5.150909382820502813e+00,6.137474456110036058e+00,6.483261323025685030e+00,5.590566768550714549e+00,4.538676871973225779e+00,5.363490118434520504e+00,5.007497320758040438e+00,5.301433733709211005e+00,5.550141646045826604e+00,6.140020942404012416e+00,5.672438576811960509e+00,7.043700938028683467e+00,5.556629709685135587e+00,5.783571136927466938e+00,6.433729637770849052e+00,5.986163001715919307e+00
5.835791310605776161e+00,5.485015969030427208e+00,5.580421737394241077e+00,5.388848413560142880e+00,4.562020821693419492e+00,5.731270119133100138e+00,6.042003889174788256e+00,5.131131106973107592e+00,4.809398887874181128e+00,5.191315971817530794e+00,5.030241908055334221e+00,5.405183006086105024e+00,5.478647341203354060e+00,6.494736051204066385e+00,5.669901698672455304e+00,5.556629709685135587e+00,6.927725517332116389e+00,4.817941202667368472e+00,5.883575298956330357e+00,6.225558376373596658e+00
5.941242855723894323e+00,5.122883842037566637e+00,4.590530306627619517e+00,5.332621150482705019e+00,4.703259197913428835e+00,5.564660482540613629e+00,5.719977366881389358e+00,5.877245070194673460e+00,4.632067090444682123e+00,4.718798701784643335e+00,4.918536864312955892e+00,5.197873915561006086e+00,4.850477850913770261e+00,4.949551135409492986e+00,5.562629304501898631e+00,5.783571136927466938e+00,4.817941202667368472e+00,7.095034710966555025e+00,5.762717627380849805e+00,5.620494694020898407e+00
5.962839224552112682e+00,6.290455702522676162e+00,6.013179230291515687e+00,6.038238037161889338e+00,5.501267272817942811e+00,6.639064569645052316e+00,7.313271499623045457e+00,5.759307678425626520e+00,4.955056202723974401e+00,6.364282938032848946e+00,5.828655713664126381e+00,5.832482953140173620e+00,6.014459904334978901e+00,6.550182278508012601e+00,6.169922635398287447e+00,6.433729637770849052e+00,5.883575298956330357e+00,5.762717627380849805e+00,8.576386679167491423e+00,6.578000621833810513e+00
6.288041995050917876e+00,5.832111251395130758e+00,5.941439587225483265e+00,5.841207402422130990e+00,5.147479407389090156e+00,6.213309350645563001e+00,6.400052974774780523e+00,5.613581926641900921e+00,4.918975943704719356e+00,5.419048561710063439e+00,5.503798086395768507e+00,5.414814305048478715e+00,5.557750497872893547e+00,6.466340036290018745e+00,6.339907502155183394e+00,5.986163001715919307e+00,6.225558376373596658e+00,5.620494694020898407e+00,6.578000621833810513e+00,7.926301878756733643e+00
